source,target,relationship,label
STD_ISO_10002_2018,REQ_10_2_2,INFORMS,Knowledge Layer
STD_ISO_10009_2024,REQ_10_2_2,INFORMS,Knowledge Layer
STD_ISO_10012_2026,REQ_10_2_2,INFORMS,Knowledge Layer
STD_ISO_10017_2021,REQ_10_2_2,INFORMS,Knowledge Layer
STD_ISO_19011_2026,REQ_10_2_2,INFORMS,Knowledge Layer
STD_ISO_31000_2018,REQ_10_2_2,INFORMS,Knowledge Layer
STD_ISO_IEC_42001_2023,REQ_10_2_2,INFORMS,Knowledge Layer
REQ_4_1,REQ_6_1_1,FEEDS,FEEDS
REQ_4_2,REQ_6_1_1,FEEDS,FEEDS
REQ_4_1,REQ_5_1_1,ALIGNS,ALIGNS
REQ_4_2,REQ_4_3,CONSTRAINS,CONSTRAINS
REQ_4_3,REQ_4_4_1,SCOPES,SCOPES
REQ_4_4_1,REQ_6_1_1,EXPOSES_RISKS,EXPOSES_RISKS
REQ_6_1_1,REQ_6_2_1,INFORMS,INFORMS
REQ_6_1_2,REQ_8_1,CONTROLS,CONTROLS
REQ_6_1_3,REQ_10_1,ENABLES,ENABLES
REQ_6_3,REQ_7_2,MAY_REQUIRE,MAY_REQUIRE
REQ_6_3,REQ_7_5_2,MAY_UPDATE,MAY_UPDATE
REQ_6_3,REQ_8_5_6,GOVERNS,GOVERNS
REQ_7_2,REQ_8_5_1,ENABLES,ENABLES
REQ_7_5_3,REQ_8_1,SUPPORTS,SUPPORTS
REQ_8_2_3,REQ_8_1,SETS_REQUIREMENTS,SETS_REQUIREMENTS
REQ_8_4_1,REQ_9_1_3,PROVIDES_DATA,PROVIDES_DATA
REQ_8_5_1,REQ_9_1_1,PROVIDES_DATA,PROVIDES_DATA
REQ_8_7_1,REQ_10_2_1,MAY_TRIGGER,MAY_TRIGGER
REQ_9_1_3,REQ_9_3_2,FEEDS,FEEDS
REQ_9_2_2,REQ_9_3_2,FEEDS,FEEDS
REQ_9_3_3,REQ_6_2_1,MAY_UPDATE,MAY_UPDATE
REQ_9_3_3,REQ_6_3,MAY_TRIGGER,MAY_TRIGGER
REQ_10_2_1,REQ_6_1_1,UPDATES,UPDATES
REQ_10_1,REQ_4_4_1,IMPROVES,IMPROVES
